EOS2-20ms-4000f001_MIA-Filter-10pt.trc 
frametime: 0.02 s
pixelsize: 0.16 micron
minpointMSD: 10
pourcentage_trajectory: 60
number length(frame) intersect_MSD(um^2) Dinst(micron^2/s)  D(micron^2/s)   V(micron/s) r2/t(um2/s) R-square(D,V)   adjusted_R-square(D,V)  Vseul   R-square(Vseul) adjusted_R-square(Vseul)    Dseul R-square(Dseul)   adjusted_R-square(Dseul)  a2   A2 b alpha R-square-alpha 
52032              18    0.0162368831      0.30160369     0.250245885 1.25383622e-005     0.399863843     0.996066328     0.995594287      2.16077767     0.951291211     0.947544381     0.250235948     0.996066327     0.995763737    0.0299958357     0.886903277     0.737295616     0.781362964     0.998710529
52070              17    0.0166074549     0.659130329     0.288243826 1.95176769e-005      2.91959737     0.933270532     0.924566688      2.30139307     0.882701943     0.872927105     0.288234808     0.933270532     0.927709743   0.00221230001     0.991189825     0.810725004     0.761697395      0.94429658
52179              21    0.0270008756     0.260521124     0.115628017 1.21414567e-006      1.01981931     0.888853044     0.877738349      1.17369339     0.817620643     0.805854232     0.115618538     0.888853044     0.881682273   0.00399091075     0.984163017     0.285685812     0.540372013      0.92234175
52204              17   -0.0287589486     0.892491299     0.751232596      1.63840041      5.84013594     0.999730522     0.999695373      4.36953108     0.995054903     0.994642812     0.863910975     0.999615792     0.999583775  0.000318936854     0.998725066       5.6247629      1.29447422     0.999448296
52252              18    0.0196968338    0.0692813376    0.0231554942 2.87792004e-005    0.0684710164     0.767702861     0.739827204     0.603501864     0.642454284     0.614950767    0.0231487325     0.767702471      0.74983343     0.295602206      0.29559196     0.058953881     0.282123803     0.862676029
52255              17   -0.0171710987       0.3887906     0.349551467 2.01719584e-005     0.969750168     0.997672892     0.997369356      2.81192527     0.989311026     0.988420279     0.349544916     0.997672892     0.997478966     0.411426093     0.173894452      2.32451928      1.31516138     0.996080647
52349              17    0.0169779892     0.193899279     0.100683963      1.35068068     0.618459216     0.985998126     0.984171795      1.95711966     0.974842901     0.972746477     0.186882002     0.977315031     0.975424617    0.0679779756     0.761601441     0.684749794     0.917846071     0.972854244
52421              55    0.0100716666     0.016027271  -0.00145725174     0.154600429    0.0444520958     0.631961745      0.61927077     0.124086285     0.620122684     0.611489109   0.00233342948     0.545071925      0.53473265     0.276368947     0.321426687    0.0142168199     0.173324692      0.45361083
52485              29   0.00780295744     0.317871537     0.277473519     0.944343321      0.97384954     0.999426144     0.999386107      2.12568258     0.979416521     0.978480909     0.336573187     0.998378151     0.998304431    0.0242449636     0.907557038      1.44660475      1.04283781     0.998709575
52630              38    0.0250980238     0.166546729     0.104695655 2.87590194e-005     0.947773742     0.974935336     0.973638888      0.94301011     0.892331463     0.888681682     0.104696886     0.974935335     0.974085685    0.0407957912     0.849358616     0.328479998     0.638757059      0.99196566
52650              21    0.0120819019     0.344436959     0.184654718      1.89329727      2.99726571     0.996492956     0.996142252      2.57399721     0.989566368      0.98889323     0.382546469     0.987740645     0.986949718    0.0124114647     0.951563928      2.13115147      1.20760089     0.992291334
52706              36    0.0195021239     0.468534364     0.365828164      1.50303956      4.71063952     0.999322731     0.999285789      2.41269181     0.988071528     0.987645511     0.581604471     0.995113022     0.994938487    0.0279491099     0.894200225      2.68885493      1.13761301     0.997350292
52772              22  -0.00583426245     0.771536327     0.438486362      2.72490222      4.34971471     0.999133598     0.999052373      3.84495174     0.993448234     0.993051157     0.852437879     0.993717925     0.993337194    0.0946852797       0.6839441      5.92275185      1.37506494     0.998628928
52922              17   -0.0705695305      1.36832689      1.11363497      3.60875644       4.5940917     0.998723988     0.998557551       5.9936291     0.993878466     0.993368338      1.70989485     0.997248477     0.997019184    0.0472234189     0.827758132      16.4161337      1.54250263     0.998152244
53029              17    0.0395002558    0.0139293657    0.0114350686      1.04399085     0.181472105     0.887476711      0.87279976      1.14400186     0.886480021     0.877020023    0.0653191955     0.864071992     0.852744658    0.0699260171     0.755661847     0.147108415     0.398756712       0.8008074
53043              18    0.0424208911     0.894382885     0.583600068      3.45947314      8.20822834     0.997089957     0.996740752      4.85070067     0.993087082     0.992555319      1.15613304     0.993025255     0.992488736    0.0185806055     0.928364376      5.30696675      1.07663716     0.993853443
53123              19   -0.0107521685     0.516360084     0.286248731      2.80596202      3.77642072     0.999873113     0.999859015       3.7728951     0.997501466     0.997322999     0.614864126     0.996503546       0.9962538   0.00913596385     0.964114831      6.19803166      1.52927749     0.999745762
53131              18    0.0482305717     0.511568305     0.205941426 2.26494243e-005     0.262192281     0.765117264     0.736931336      1.76426677     0.595361358     0.564235309      0.20593699     0.765117262     0.747049359     0.221841654      0.40560762     0.491033077     0.532042987      0.83801814
53132              20  -0.00179807261     0.402545404     0.104504108      3.39636854      4.40737366     0.999976887     0.999974411      3.67426911     0.999766193     0.999750069     0.657311293     0.993433032     0.992980137 2.70042587e-005     0.999891989       9.2119485      1.75755389     0.999936238
53182              33    0.0182807165      0.64849998      0.36946765      1.79761329      5.53346607     0.997611211     0.997467883      2.77014334     0.992756822     0.992472776     0.618088964     0.995235171     0.995048315    0.0212338826     0.918559774      2.83229031      1.10696583     0.995970737
53190              37    0.0279289011   0.00903417843   0.00562833355  2.2352782e-005   0.00386429666      0.19481738     0.152439347     0.160317454     0.097834979    0.0667258403   0.00563600237     0.194816298     0.167051343      0.20100819     0.442580951    0.0434005952     0.164887029      0.31823243
53220              23    0.0253800452     0.190407496      0.15157615 2.25831333e-005      1.05062337      0.96904565     0.966231618      1.47327122     0.893771969     0.887523262     0.151569909     0.969045649     0.967224805     0.111625012     0.638669278     0.421824149      0.65431512     0.980142234
53307              17    0.0232840376     0.281121798      0.18707786  2.4034755e-006     0.352149086     0.967710711     0.963499064      1.90779707      0.87551784     0.865144326     0.187084795     0.967710709     0.965019935     0.657983041    0.0425534832     0.478347321      0.66828281     0.984905812
53330              21    0.0260758029     0.143528366    0.0633640036      0.98233673     0.506887753     0.978451023     0.976296125      1.40027459     0.966124323     0.963938796       0.1201956     0.967741651     0.965660468    0.0952896386     0.682277689     0.361333507     0.726013399      0.95276069
53350              22    0.0248876463     0.144681958    0.0462941899 5.09798963e-005     0.314780408     0.761512554     0.739154356     0.824945602     0.697040359     0.678679168      0.04629818     0.761512319      0.74705852     0.163886435     0.516070847     0.114569057     0.388592816     0.793854711
53412              22    0.0261005373    0.0814586294    0.0247072263     0.843287694     0.164985539     0.936491043     0.930537079      1.05058812     0.930641787     0.926438259    0.0657381336     0.918895282     0.913979845    0.0490964425     0.821565353     0.161422515     0.519359175     0.889919705
53480              24    0.0276878985     0.121933234    0.0683475874 3.06692877e-005      1.28894726     0.947645903     0.943158409     0.996380419     0.885970675     0.879635713    0.0683512445     0.947645901      0.94473734   0.00479407398     0.981006255     0.166588893     0.437455981     0.965280965
53482              29   -0.0209435151     0.340652279     0.393709414     0.624102745     0.190454584     0.997172394     0.996975119      2.58845875     0.982423247     0.981624304     0.414904906     0.997123383     0.996992628    0.0150429427     0.941598506      2.26450221      1.23012712     0.997065147
53573              17    0.0141093385    0.0830824291    0.0281423539      1.20011764     0.400565518      0.98836464     0.986846984      1.42601159     0.985046231     0.983800084    0.0911816328     0.970319512     0.967846138    0.0532791708     0.807898632     0.288280602     0.811122482     0.957613123
